Step,Accuracy_Train,TRP_Train,FPR_Train,Cost_train,Accuracy_Val,TRP_Val,FPR_Val,Cost_Val
768,86.20253603284557,81.812476928756,90.5925925925926,0.7573278144612983,53.333333333333336,61.53846153846154,0.0,0.9903000783977595
800,85.37898489584525,81.4987080103359,89.25925925925927,0.7495066967833307,53.333333333333336,61.53846153846154,0.0,0.9941396584008596
832,86.12317095200221,81.65374677002583,90.5925925925926,0.7422503969555391,53.333333333333336,61.53846153846154,0.0,0.9956618021262963
864,86.49354132513206,81.65374677002585,91.33333333333333,0.7347971972497552,53.333333333333336,61.53846153846154,0.0,0.9935389421144792
896,87.30491084977984,82.60981912144703,92.0,0.7276267425479853,53.333333333333336,61.53846153846154,0.0,0.9951638666846421
928,87.47951402639349,82.2923588039867,92.66666666666667,0.7204261446366542,46.666666666666664,53.84615384615385,0.0,1.0060496725142791
960,87.98511264845729,83.37763012181615,92.5925925925926,0.7133486047182616,53.333333333333336,61.53846153846154,0.0,1.0109378054715863
992,89.03457741563518,84.80989294942782,93.25925925925927,0.7064797205778098,53.333333333333336,61.53846153846154,0.0,1.0156607806676723
1024,89.2885456730922,84.65116279069767,93.92592592592592,0.6999121491167232,46.666666666666664,53.84615384615385,0.0,1.0315045621215897
1056,89.20918059224884,84.4924326319675,93.92592592592592,0.6931607552434926,46.666666666666664,53.84615384615385,0.0,1.0365089281609825
1088,89.36791075393558,84.80989294942785,93.92592592592592,0.6865163185409757,46.666666666666664,53.84615384615385,0.0,1.037010498330807
1120,89.20918059224884,84.49243263196753,93.92592592592592,0.6802965093464372,46.666666666666664,53.84615384615385,0.0,1.0462849095359086
1152,90.27267267306645,85.2860834256183,95.25925925925927,0.6739270924990172,46.666666666666664,53.84615384615385,0.0,1.0909296941738276
1184,89.5284866169095,85.13104466592839,93.92592592592592,0.6676395424920216,53.333333333333336,61.53846153846154,0.0,1.040228324549664
1216,92.03642316783468,88.1469176818014,95.92592592592592,0.66124358333441,53.333333333333336,61.53846153846154,0.0,1.0580042957953848
1248,92.11394254739086,88.30195644149133,95.92592592592592,0.6550015124192589,53.333333333333336,61.53846153846154,0.0,1.0597433030957444
1280,91.95705808699131,87.98818752307125,95.92592592592592,0.6488300183595935,53.333333333333336,61.53846153846154,0.0,1.0645073215388963
1312,92.19330762823422,88.46068660022148,95.92592592592592,0.6426108822595,53.333333333333336,61.53846153846154,0.0,1.064575826464471
1344,92.750708895425,89.57548911037284,95.92592592592592,0.6366809032606674,53.333333333333336,61.53846153846154,0.0,1.0892617596224516
1376,93.40150255709887,90.21040974529346,96.5925925925926,0.6307719413502668,53.333333333333336,61.53846153846154,0.0,1.010949543784618
1408,93.14568859835465,90.36544850498336,95.92592592592592,0.6246086954194683,53.333333333333336,61.53846153846154,0.0,1.0127935112168815
1440,93.71896288047235,90.84533038021412,96.5925925925926,0.6185984906573647,53.333333333333336,61.53846153846154,0.0,1.018635925450208
1472,93.5602327187856,90.5278700627538,96.5925925925926,0.6126832134824249,53.333333333333336,61.53846153846154,0.0,1.0182011067482102
1504,93.97477683921655,90.69029162052418,97.25925925925927,0.6067174723428453,60.0,69.23076923076923,0.0,0.9217622940595673
1536,93.89541175837319,90.531561461794,97.25925925925927,0.6010070310356271,60.0,69.23076923076923,0.0,0.9227830613318531
1568,93.99064985414346,90.05537098560355,97.92592592592592,0.5951388358932399,60.0,69.23076923076923,0.0,0.9209753562288989
1600,94.4790219515562,90.36544850498339,98.5925925925926,0.5895021038108511,60.0,69.23076923076923,0.0,0.9238895562653762
1632,94.40334827328722,90.21410114433371,98.5925925925926,0.5841309707019595,60.0,69.23076923076923,0.0,0.9276764436899292
1664,95.24621772890289,91.15909929863419,99.33333333333333,0.5786150789252047,66.66666666666667,69.23076923076923,50.0,0.8414344469187005
1696,95.7224082139631,92.11148025101512,99.33333333333333,0.5729778576662864,66.66666666666667,69.23076923076923,50.0,0.8408759528916444
1728,95.73828122889002,91.47655961609452,100.0,0.5676565636371723,66.66666666666667,69.23076923076923,50.0,0.8433703675500355
1760,95.80177329480648,92.27021040974529,99.33333333333333,0.5623456636968595,73.33333333333333,76.92307692307692,50.0,0.7396773978071144
1792,95.56367805227637,91.79401993355482,99.33333333333333,0.5572529325788974,73.33333333333333,76.92307692307692,50.0,0.7402816962770623
1824,95.81764630973339,91.63528977482467,100.0,0.5520924496189662,73.33333333333333,76.92307692307692,50.0,0.7359457820525963
1856,95.65891614804666,91.31782945736434,100.0,0.5471311522629818,73.33333333333333,76.92307692307692,50.0,0.7324054475100187
1888,95.81764630973339,91.63528977482466,100.0,0.5422744749914498,73.33333333333333,76.92307692307692,50.0,0.7268269232970963
1920,95.65891614804666,91.31782945736434,100.0,0.5374887102441052,73.33333333333333,76.92307692307692,50.0,0.7284326169178108
1952,95.97637647142012,91.95275009228497,100.0,0.532651605211803,73.33333333333333,76.92307692307692,50.0,0.7225093110338712
1984,95.81764630973339,91.63528977482467,100.0,0.5281125948711953,73.33333333333333,76.92307692307692,50.0,0.7222712834434084
2016,95.65891614804666,91.31782945736435,100.0,0.5233408618148115,73.33333333333333,76.92307692307692,50.0,0.7201462439942398
